id,date,mean,target
10,2003-11-01,6.791072061116142,Terrestrial (coincident aquatic)
11,2003-11-01,6.512054951368727,Aquatic
12,2003-11-01,6.443949742262707,Aquatic
13,2003-11-01,5.792188438672698,Aquatic
14,2003-11-01,6.810598373413086,Aquatic
15,2003-11-01,,Aquatic
16,2003-11-01,6.615399360656738,Aquatic
17,2003-11-01,6.379069548386793,Aquatic
18,2003-11-01,5.257373809814453,Aquatic
19,2003-11-01,6.097263472086089,Terrestrial
20,2003-11-01,5.41681166897968,Terrestrial
1,2003-12-01,6.530264140768859,Terrestrial
2,2003-12-01,6.997577693278785,Terrestrial (coincident aquatic)
3,2003-12-01,7.203469859049747,Terrestrial (coincident aquatic)
4,2003-12-01,6.841917354147164,Terrestrial (coincident aquatic)
5,2003-12-01,5.394227074336647,Terrestrial
6,2003-12-01,5.996370804422959,Terrestrial
7,2003-12-01,6.308222582306407,Terrestrial (coincident aquatic)
8,2003-12-01,6.19389515529075,Terrestrial
9,2003-12-01,5.394854055858435,Terrestrial (coincident aquatic)
10,2003-12-01,8.185094811350247,Terrestrial (coincident aquatic)
11,2003-12-01,7.359252949413654,Aquatic
12,2003-12-01,7.137795144942724,Aquatic
13,2003-12-01,7.200905443041512,Aquatic
14,2003-12-01,8.468201637268066,Aquatic
15,2003-12-01,,Aquatic
16,2003-12-01,7.896657466888428,Aquatic
17,2003-12-01,7.917792540330153,Aquatic
18,2003-12-01,6.534211158752441,Aquatic
19,2003-12-01,6.533896406393965,Terrestrial
20,2003-12-01,6.321421815979651,Terrestrial
1,2004-10-01,6.0121705154627705,Terrestrial
2,2004-10-01,5.682928868001936,Terrestrial (coincident aquatic)
3,2004-10-01,6.188845886216471,Terrestrial (coincident aquatic)
4,2004-10-01,5.484160721536817,Terrestrial (coincident aquatic)
5,2004-10-01,5.027787183091736,Terrestrial
6,2004-10-01,5.143364344969404,Terrestrial
7,2004-10-01,5.768907173492435,Terrestrial (coincident aquatic)
8,2004-10-01,5.147841320888246,Terrestrial
9,2004-10-01,4.716670881819277,Terrestrial (coincident aquatic)
10,2004-10-01,6.799980608426925,Terrestrial (coincident aquatic)
11,2004-10-01,6.179484272636359,Aquatic
12,2004-10-01,6.373275094078645,Aquatic
13,2004-10-01,5.748770494139596,Aquatic
14,2004-10-01,7.23884916305542,Aquatic
15,2004-10-01,,Aquatic
16,2004-10-01,6.82557487487793,Aquatic
17,2004-10-01,6.677513415996844,Aquatic
18,2004-10-01,5.13349723815918,Aquatic
19,2004-10-01,6.571317586227091,Terrestrial
20,2004-10-01,5.232003255629205,Terrestrial
1,2004-11-01,5.401739947578763,Terrestrial
2,2004-11-01,5.424239268382312,Terrestrial (coincident aquatic)
3,2004-11-01,5.77684122317597,Terrestrial (coincident aquatic)
4,2004-11-01,5.136375059328538,Terrestrial (coincident aquatic)
5,2004-11-01,4.8381220166257695,Terrestrial
6,2004-11-01,4.778004076632765,Terrestrial
7,2004-11-01,5.741991966703148,Terrestrial (coincident aquatic)
8,2004-11-01,4.940957533956353,Terrestrial
9,2004-11-01,4.602923398097905,Terrestrial (coincident aquatic)
10,2004-11-01,6.830164655658541,Terrestrial (coincident aquatic)
11,2004-11-01,6.689475710228831,Aquatic
12,2004-11-01,6.43981495014173,Aquatic
13,2004-11-01,5.30345436910565,Aquatic
14,2004-11-01,6.565501689910889,Aquatic
15,2004-11-01,,Aquatic
16,2004-11-01,6.024459362030029,Aquatic
17,2004-11-01,5.977935644296499,Aquatic
18,2004-11-01,4.985214710235596,Aquatic
19,2004-11-01,5.777963611163828,Terrestrial
20,2004-11-01,5.230661635148542,Terrestrial
1,2004-12-01,5.796496702415704,Terrestrial
2,2004-12-01,5.76832564102503,Terrestrial (coincident aquatic)
3,2004-12-01,6.2108374781639535,Terrestrial (coincident aquatic)
4,2004-12-01,5.537993988735176,Terrestrial (coincident aquatic)
5,2004-12-01,4.805067109957512,Terrestrial
6,2004-12-01,5.027704952075125,Terrestrial
7,2004-12-01,5.871377816745111,Terrestrial (coincident aquatic)
8,2004-12-01,5.313159577871571,Terrestrial
9,2004-12-01,4.738491195257888,Terrestrial (coincident aquatic)
10,2004-12-01,6.973704757835187,Terrestrial (coincident aquatic)
11,2004-12-01,6.567650771116699,Aquatic
12,2004-12-01,6.525204509918588,Aquatic
13,2004-12-01,5.718860677654823,Aquatic
14,2004-12-01,6.909722328186035,Aquatic
15,2004-12-01,,Aquatic
16,2004-12-01,6.498130798339844,Aquatic
17,2004-12-01,6.379541837252103,Aquatic
18,2004-12-01,5.357100009918213,Aquatic
19,2004-12-01,5.947322101108761,Terrestrial
20,2004-12-01,5.50502272030761,Terrestrial
1,2005-10-01,6.193486295347925,Terrestrial
2,2005-10-01,5.584358725217089,Terrestrial (coincident aquatic)
3,2005-10-01,6.895046975455849,Terrestrial (coincident aquatic)
4,2005-10-01,5.845085877591482,Terrestrial (coincident aquatic)
5,2005-10-01,5.589332423154293,Terrestrial
6,2005-10-01,5.610075572053929,Terrestrial
7,2005-10-01,6.65773390785865,Terrestrial (coincident aquatic)
8,2005-10-01,5.823251107209629,Terrestrial
9,2005-10-01,5.592387511487774,Terrestrial (coincident aquatic)
10,2005-10-01,6.037794707318614,Terrestrial (coincident aquatic)
11,2005-10-01,5.825586025512742,Aquatic
12,2005-10-01,7.690598175465889,Aquatic
13,2005-10-01,5.836382020457408,Aquatic
14,2005-10-01,6.320642948150635,Aquatic
15,2005-10-01,,Aquatic
16,2005-10-01,7.03527307510376,Aquatic
17,2005-10-01,6.208944467397837,Aquatic
18,2005-10-01,5.210300445556641,Aquatic
19,2005-10-01,6.971647335992886,Terrestrial
20,2005-10-01,5.509781595931014,Terrestrial
1,2005-11-01,5.930510763636012,Terrestrial
2,2005-11-01,6.010616656098313,Terrestrial (coincident aquatic)
3,2005-11-01,6.786834650257702,Terrestrial (coincident aquatic)
4,2005-11-01,5.931620227267714,Terrestrial (coincident aquatic)
5,2005-11-01,5.2798794580542525,Terrestrial
6,2005-11-01,5.496143963412799,Terrestrial
7,2005-11-01,6.046837884186213,Terrestrial (coincident aquatic)
8,2005-11-01,5.767226742884624,Terrestrial
9,2005-11-01,5.11332813890877,Terrestrial (coincident aquatic)
10,2005-11-01,7.08342078205132,Terrestrial (coincident aquatic)
11,2005-11-01,6.515958641352277,Aquatic
12,2005-11-01,6.760656967517684,Aquatic
13,2005-11-01,6.243477823493187,Aquatic
14,2005-11-01,7.455588340759277,Aquatic
15,2005-11-01,,Aquatic
16,2005-11-01,7.280915260314941,Aquatic
17,2005-11-01,7.004173425527719,Aquatic
18,2005-11-01,5.444967746734619,Aquatic
19,2005-11-01,6.487185484263665,Terrestrial
20,2005-11-01,5.449115132736032,Terrestrial
1,2005-12-01,6.405144485415476,Terrestrial
2,2005-12-01,6.626934431608997,Terrestrial (coincident aquatic)
3,2005-12-01,6.480446199491944,Terrestrial (coincident aquatic)
4,2005-12-01,6.084374960756278,Terrestrial (coincident aquatic)
5,2005-12-01,5.34620615103568,Terrestrial
6,2005-12-01,5.61729626364328,Terrestrial
7,2005-12-01,6.020952189535473,Terrestrial (coincident aquatic)
8,2005-12-01,5.737259924953161,Terrestrial
9,2005-12-01,5.239450623911437,Terrestrial (coincident aquatic)
10,2005-12-01,8.252097526973532,Terrestrial (coincident aquatic)
11,2005-12-01,8.147849365931853,Aquatic
12,2005-12-01,6.800385188470821,Aquatic
13,2005-12-01,6.3041382232408845,Aquatic
14,2005-12-01,7.90545654296875,Aquatic
15,2005-12-01,,Aquatic
16,2005-12-01,6.8180694580078125,Aquatic
17,2005-12-01,7.140369158524733,Aquatic
18,2005-12-01,6.200582981109619,Aquatic
19,2005-12-01,6.3275561865776115,Terrestrial
20,2005-12-01,6.290093546914995,Terrestrial
1,2006-10-01,6.149890294748244,Terrestrial
2,2006-10-01,5.812237355486791,Terrestrial (coincident aquatic)
3,2006-10-01,6.179607209397547,Terrestrial (coincident aquatic)
4,2006-10-01,5.629723505872551,Terrestrial (coincident aquatic)
5,2006-10-01,5.08869137301056,Terrestrial
6,2006-10-01,5.333527526847105,Terrestrial
7,2006-10-01,5.806814569960431,Terrestrial (coincident aquatic)
8,2006-10-01,5.285334628732386,Terrestrial
9,2006-10-01,4.762979044283483,Terrestrial (coincident aquatic)
10,2006-10-01,6.996910151773554,Terrestrial (coincident aquatic)
11,2006-10-01,6.4675906081974075,Aquatic
12,2006-10-01,6.419669304531669,Aquatic
13,2006-10-01,5.761131186967487,Aquatic
14,2006-10-01,7.231698513031006,Aquatic
15,2006-10-01,,Aquatic
16,2006-10-01,6.771771430969238,Aquatic
17,2006-10-01,6.6676022456242485,Aquatic
18,2006-10-01,5.352266788482666,Aquatic
19,2006-10-01,6.556240020669161,Terrestrial
20,2006-10-01,5.431467033195741,Terrestrial
1,2006-11-01,6.275426575414521,Terrestrial
2,2006-11-01,6.525225939465339,Terrestrial (coincident aquatic)
3,2006-11-01,6.785497822305289,Terrestrial (coincident aquatic)
4,2006-11-01,6.248957010241563,Terrestrial (coincident aquatic)
5,2006-11-01,5.251104012997303,Terrestrial
6,2006-11-01,5.570358233516105,Terrestrial
7,2006-11-01,6.174185490293646,Terrestrial (coincident aquatic)
8,2006-11-01,5.618224505875009,Terrestrial
9,2006-11-01,5.10545313431268,Terrestrial (coincident aquatic)
10,2006-11-01,7.6866115522160605,Terrestrial (coincident aquatic)
11,2006-11-01,7.176477185552282,Aquatic
12,2006-11-01,6.9246288207983095,Aquatic
13,2006-11-01,6.538110311915365,Aquatic
14,2006-11-01,8.055885314941406,Aquatic
15,2006-11-01,,Aquatic
16,2006-11-01,7.5663228034973145,Aquatic
17,2006-11-01,7.5096366955683775,Aquatic
18,2006-11-01,5.959221839904785,Aquatic
19,2006-11-01,6.606560544046,Terrestrial
20,2006-11-01,5.9657871983878605,Terrestrial
1,2006-12-01,6.059858798283584,Terrestrial
2,2006-12-01,6.252655279758143,Terrestrial (coincident aquatic)
3,2006-12-01,6.287309809132145,Terrestrial (coincident aquatic)
4,2006-12-01,5.901381851283832,Terrestrial (coincident aquatic)
5,2006-12-01,5.3809077092478015,Terrestrial
6,2006-12-01,5.688144130404893,Terrestrial
7,2006-12-01,6.0494799589914905,Terrestrial (coincident aquatic)
8,2006-12-01,5.7218497954747365,Terrestrial
9,2006-12-01,5.077952965084915,Terrestrial (coincident aquatic)
10,2006-12-01,7.60006763984203,Terrestrial (coincident aquatic)
11,2006-12-01,7.546669187292502,Aquatic
12,2006-12-01,6.596237699875302,Aquatic
13,2006-12-01,6.002600066581469,Aquatic
14,2006-12-01,7.1331658363342285,Aquatic
15,2006-12-01,,Aquatic
16,2006-12-01,6.420135021209717,Aquatic
17,2006-12-01,6.554789653191199,Aquatic
18,2006-12-01,5.947302341461182,Aquatic
19,2006-12-01,6.616200837026749,Terrestrial
20,2006-12-01,6.031967933535121,Terrestrial
1,2007-10-01,6.768505734608588,Terrestrial
2,2007-10-01,6.782535047118805,Terrestrial (coincident aquatic)
3,2007-10-01,7.4519451026152055,Terrestrial (coincident aquatic)
4,2007-10-01,6.517141681926912,Terrestrial (coincident aquatic)
5,2007-10-01,5.393981029714223,Terrestrial
6,2007-10-01,5.795430906080723,Terrestrial
7,2007-10-01,6.774777828563882,Terrestrial (coincident aquatic)
8,2007-10-01,6.0616161723845305,Terrestrial
9,2007-10-01,5.474358812230477,Terrestrial (coincident aquatic)
10,2007-10-01,7.954377172723072,Terrestrial (coincident aquatic)
11,2007-10-01,7.360128075888987,Aquatic
12,2007-10-01,7.800119382213168,Aquatic
13,2007-10-01,6.751372079099162,Aquatic
14,2007-10-01,8.358637809753418,Aquatic
15,2007-10-01,,Aquatic
16,2007-10-01,7.901742935180664,Aquatic
17,2007-10-01,7.777800486637995,Aquatic
18,2007-10-01,6.215372562408447,Aquatic
19,2007-10-01,6.666154749758609,Terrestrial
20,2007-10-01,6.288434740462165,Terrestrial
1,2007-11-01,6.425160311417673,Terrestrial
2,2007-11-01,6.734822274633243,Terrestrial (coincident aquatic)
3,2007-11-01,7.751427785145037,Terrestrial (coincident aquatic)
4,2007-11-01,6.746104996035738,Terrestrial (coincident aquatic)
5,2007-11-01,5.522378633001958,Terrestrial
6,2007-11-01,6.084134653779784,Terrestrial
7,2007-11-01,6.04320543249181,Terrestrial (coincident aquatic)
8,2007-11-01,6.424479922452869,Terrestrial
9,2007-11-01,5.330262227166673,Terrestrial (coincident aquatic)
10,2007-11-01,7.890029949102756,Terrestrial (coincident aquatic)
11,2007-11-01,7.245908111790471,Aquatic
12,2007-11-01,6.861984573857442,Aquatic
13,2007-11-01,7.115943529364769,Aquatic
14,2007-11-01,8.34637451171875,Aquatic
15,2007-11-01,,Aquatic
16,2007-11-01,8.383050918579102,Aquatic
17,2007-11-01,7.934446261479303,Aquatic
18,2007-11-01,6.098320484161377,Aquatic
19,2007-11-01,6.712750957599925,Terrestrial
20,2007-11-01,6.0845607360712854,Terrestrial
1,2007-12-01,5.923984045273281,Terrestrial
2,2007-12-01,6.20309910109937,Terrestrial (coincident aquatic)
3,2007-12-01,6.962297755124842,Terrestrial (coincident aquatic)
4,2007-12-01,6.008484101168895,Terrestrial (coincident aquatic)
5,2007-12-01,5.1509119107464345,Terrestrial
6,2007-12-01,5.415314418278514,Terrestrial
7,2007-12-01,6.296327673946711,Terrestrial (coincident aquatic)
8,2007-12-01,5.653341608640283,Terrestrial
9,2007-12-01,5.063901226000394,Terrestrial (coincident aquatic)
10,2007-12-01,7.346239613021891,Terrestrial (coincident aquatic)
11,2007-12-01,6.457747108967969,Aquatic
12,2007-12-01,7.150768346475818,Aquatic
13,2007-12-01,6.321888510028968,Aquatic
14,2007-12-01,7.891390800476074,Aquatic
15,2007-12-01,,Aquatic
16,2007-12-01,7.421387672424316,Aquatic
17,2007-12-01,7.274681054628812,Aquatic
18,2007-12-01,5.633270263671875,Aquatic
19,2007-12-01,6.063099842204313,Terrestrial
20,2007-12-01,5.4439491434378136,Terrestrial
1,2008-10-01,5.8470941218318035,Terrestrial
2,2008-10-01,5.762003579194639,Terrestrial (coincident aquatic)
3,2008-10-01,6.8591462122933065,Terrestrial (coincident aquatic)
4,2008-10-01,5.67211349179104,Terrestrial (coincident aquatic)
5,2008-10-01,5.2886275371909734,Terrestrial
6,2008-10-01,5.321672804417787,Terrestrial
7,2008-10-01,6.308384695722595,Terrestrial (coincident aquatic)
8,2008-10-01,5.592797039395193,Terrestrial
9,2008-10-01,5.255002736056779,Terrestrial (coincident aquatic)
10,2008-10-01,6.767427214259572,Terrestrial (coincident aquatic)
11,2008-10-01,6.3569464172113905,Aquatic
12,2008-10-01,7.129929480812115,Aquatic
13,2008-10-01,5.813236999511719,Aquatic
14,2008-10-01,7.105606555938721,Aquatic
15,2008-10-01,,Aquatic
16,2008-10-01,7.116856575012207,Aquatic
17,2008-10-01,6.658296291644756,Aquatic
18,2008-10-01,5.234924793243408,Aquatic
19,2008-10-01,6.518892200924549,Terrestrial
20,2008-10-01,5.360710400106356,Terrestrial
1,2008-11-01,5.891015110756821,Terrestrial
2,2008-11-01,6.127279899963319,Terrestrial (coincident aquatic)
3,2008-11-01,6.917268408808439,Terrestrial (coincident aquatic)
4,2008-11-01,5.916584766305132,Terrestrial (coincident aquatic)
5,2008-11-01,5.407179969498298,Terrestrial
6,2008-11-01,5.596214370116902,Terrestrial
7,2008-11-01,6.604933186849909,Terrestrial (coincident aquatic)
8,2008-11-01,5.896425316358439,Terrestrial
9,2008-11-01,5.372785593773746,Terrestrial (coincident aquatic)
10,2008-11-01,7.660707099109423,Terrestrial (coincident aquatic)
11,2008-11-01,7.192399011325542,Aquatic
12,2008-11-01,7.4961337559300025,Aquatic
13,2008-11-01,6.1664796464898615,Aquatic
14,2008-11-01,7.639298439025879,Aquatic
15,2008-11-01,,Aquatic
16,2008-11-01,6.890384674072266,Aquatic
17,2008-11-01,6.961540478926438,Aquatic
18,2008-11-01,5.666294097900391,Aquatic
19,2008-11-01,6.334001735426382,Terrestrial
20,2008-11-01,5.465815342647931,Terrestrial
1,2008-12-01,6.263003719480418,Terrestrial
2,2008-12-01,6.407531726294157,Terrestrial (coincident aquatic)
3,2008-12-01,6.689839350043332,Terrestrial (coincident aquatic)
4,2008-12-01,5.96298856785453,Terrestrial (coincident aquatic)
5,2008-12-01,5.269795604733834,Terrestrial
6,2008-12-01,5.511120559305926,Terrestrial
7,2008-12-01,6.575807158288771,Terrestrial (coincident aquatic)
8,2008-12-01,5.67424275293027,Terrestrial
9,2008-12-01,5.218006233189912,Terrestrial (coincident aquatic)
10,2008-12-01,8.159799174793712,Terrestrial (coincident aquatic)
11,2008-12-01,7.569614109150357,Aquatic
12,2008-12-01,7.331418834528825,Aquatic
13,2008-12-01,6.312907343232229,Aquatic
14,2008-12-01,8.124170303344727,Aquatic
15,2008-12-01,,Aquatic
16,2008-12-01,7.084332466125488,Aquatic
